source_name,source_link,event_id,event_date,event_time,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Oregon DOT,,8197,2/9/2015 8:09,8:00,"OR 36, milepost 29",exact,landslide,unknown,unknown,above_road,0,0,,8197,United States,US,Oregon,4561,Veneta,22.50964,7/1/2016 18:01,11/20/2017 15:17,2/15/2018 15:51,-123.5561,44.1872
South Whidbey Record,http://www.southwhidbeyrecord.com/news/277277401.html,6256,9/26/2014 10:00,10:00,Hastings Road area of Clinton,1km,landslide,continuous_rain,small,above_road,0,0,,6256,United States,US,Washington,1035,Langley,6.16113,10/17/2014 20:01,11/20/2017 15:17,2/15/2018 15:51,-122.3657,47.9918
Daily Breeze,http://www.dailybreeze.com/general-news/20141101/first-fall-rainstorm-of-the-season-teases-southern-california,6328,11/1/2014 5:05,5:00,the first tunnel of Mount Baldy Road,1km,debris_flow,rain,small,above_road,0,0,,6328,United States,US,California,3371,San Antonio Heights,5.35503,11/3/2014 19:56,11/20/2017 15:17,2/15/2018 15:51,-117.6767,34.2008
stuff,http://www.stuff.co.nz/taranaki-daily-news/6156513/Homeowners-evacuated-after-large-landslide,4099,12/17/2011 5:30,5:00,Oakura,1km,landslide,downpour,medium,unknown,3,,,4099,New Zealand,NZ,Taranaki,49168,New Plymouth,12.42773,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,173.9534,-39.1144
english.peopledaily.com.cn,http://english.peopledaily.com.cn/90882/8371024.html,5251,8/2/2013 0:00,0:00,Zengjiapingzi Stop,unknown,landslide,unknown,medium,unknown,1,,,5251,China,CN,Yunnan,0,Cuihua,3.00809,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,103.8855,27.7482
yementimes,http://www.yementimes.com/en/1598/news/1263/Hajja-landslides-leave-six-dead.htm,4469,8/10/2012 0:00,,"Kahlan, Sa'dah,  Hajja",5km,landslide,downpour,large,unknown,6,,,4469,Yemen,YE,Muḩāfaz̧at Şa‘dah,51870,Sa'dah,4.43909,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,43.7955,16.9664
Craigdailypress.com,http://www.craigdailypress.com/news/2007/sep/08/news_mudslide/,238,9/6/2007 0:00,,"River and Mt Warner Road, Steamboat Springs, CO",1km,mudslide,rain,small,unknown,,,,238,United States,US,Colorado,12088,Steamboat Springs,2.63588,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-106.8295,40.4613
journal,http://www.journal.com.ph/index.php/top-stories/25212-2-dead-thousands-flee-in-albay-floods.html,2911,12/29/2010 17:30,17:00,"Barangay Pinapian (Tinapian) in Manito municipality, Albay Province",5km,landslide,downpour,medium,unknown,2,,,2911,Philippines,PH,Bicol,3579,Buyo,3.07524,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,123.8421,13.1004
24 News Agency,http://www.eng.24.kg/incidents/181021-news24.html,7969,6/29/2016 0:00,,"Toktogul district, Jalal-Abad region, Kyrgyzstan",25km,mudslide,downpour,medium,unknown,0,0,,7969,Kyrgyzstan,KG,Jalal-Abad,0,Üch-Terek,4.90067,6/30/2016 16:17,11/20/2017 15:17,2/15/2018 15:51,73.1415,41.7649
ABC 7,http://abc7.com/weather/rain-triggers-mud-debris-flows-in-colby-fire-burn-area/433549/,6500,12/12/2014 0:00,,Glendora Ridge Road,25km,mudslide,downpour,small,burned_area,0,0,,6500,United States,US,California,50073,Glendora,9.86676,12/15/2014 17:33,11/20/2017 15:17,2/15/2018 15:51,-117.7994,34.2062
seattletimes.nwsource,http://seattletimes.nwsource.com/html/theweatherbeat/2013981441_buses.html,3044,1/19/2011 8:00,8:00,"tracks between Evertt and Mukilteo, WA",5km,mudslide,downpour,medium,unknown,0,,,3044,United States,US,Washington,20254,Mukilteo,3.66109,6/28/2016 15:31,11/20/2017 15:17,2/15/2018 15:51,-122.2619,47.9582
wkyt,http://www.wkyt.com/harlan/headlines/Update_on_Harlan_County_rock_and_mudslide_121080114.html,3443,5/1/2011 0:00,,"rt. 179, near Evarts, Harlan county, KY",5km,landslide,downpour,small,unknown,0,,,3443,United States,US,Kentucky,2237,Cumberland,8.68702,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-83.0638,36.9284
Daily Mail,http://www.dailymail.co.uk/news/article-3190165/Powerful-storm-hits-Taiwan-millions-without-power-four-dead.html,7618,8/8/2015 0:00,,Taipei,10km,debris_flow,tropical_cyclone,medium,unknown,0,0,Soudelor,7618,Taiwan,TW,Taiwan,7871900,Taipei,4.28016,4/11/2016 23:56,11/20/2017 15:17,2/15/2018 15:51,121.5399,25.0857
Peninsula Daily News,http://www.peninsuladailynews.com/article/20150321/news/303219929/slide-briefly-closes-road-west-of-port-angeles-see-video-from-drone,6911,3/21/2015 13:00,13:00,"Place Road, Port Angeles",5km,mudslide,unknown,small,above_road,0,0,,6911,United States,US,Washington,19038,Port Angeles,10.70271,5/16/2015 20:48,11/20/2017 15:17,2/15/2018 15:51,-123.5711,48.1389
www.azfamily.com,http://www.azfamily.com/news/Temporary-US-89-route-to-open-Thursday-221556451.html,4760,2/20/2013 5:00,5:00,"Us 89, Arizona",50km,landslide,unknown,medium,above_road,,,,4760,United States,US,Arizona,1443,LeChee,31.6121,11/5/2014 19:41,11/20/2017 15:17,2/15/2018 15:51,-111.633,36.6468
Thanh Nien News,http://www.thanhniennews.com/2010/Pages/20101114193449.aspx,2702,11/4/2010 0:00,,"Son Binh bridge(?) over To Hap river, Provincial road 9, isolating Son Lam(?) and Thanh Son(?) communes, Khanh Son district, Khanh Hoa district",25km,landslide,downpour,medium,unknown,0,,,2702,Vietnam,VN,Khánh Hòa,146771,Cam Ranh,20.07161,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,108.9881,11.989
news.brunei,http://news.brunei.fm/2010/01/20/temburong-telecom-service-restored-after-landslide/,1405,1/18/2010 18:00,18:00,"Kampong Rataie, Kg Sumbiling and Kg Lepong Baru,  Jalan Belaban",25km,landslide,downpour,medium,unknown,0,,,1405,Brunei,BN,Temburong,3970,Bangar,18.05725,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,115.1648,4.5864
Pekin Daily Times,http://www.pekintimes.com/article/20141125/NEWS/141129390,6395,4/18/2013 0:00,,120 Kaitlin Court in East Peoria,exact,landslide,rain,small,urban,0,0,,6395,United States,US,Illinois,23402,East Peoria,2.36449,12/1/2014 21:55,11/20/2017 15:17,2/15/2018 15:51,-89.5567,40.6545
Al Jazeera,http://video.aljazeera.com/channels/eng/videos/man-found-alive-three-days-after-mudslide-in-china/4673460569001;jsessionid=8B841E22CFB776B79260A8A99CB2EC1D,9519,9/17/2016 0:00,,Shenzhen,unknown,mudslide,downpour,large,mine,2,1,,9519,China,CN,Guangdong,10358381,Shenzhen,0.16276,10/5/2016 16:09,11/20/2017 15:17,2/15/2018 15:51,114.0945,22.6194
kpic.com,http://www.kpic.com/news/local/12189201.html,382,12/4/2007 17:30,17:00,"Highway 38 between Elkton and Reedsport, Oregon",5km,complex,rain,medium,unknown,,,,382,United States,US,Oregon,4154,Reedsport,18.71757,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-123.8673,43.6768
english.peopledaily,http://english.peopledaily.com.cn/90001/90777/90852/7363604.html,3403,4/24/2011 0:00,,Mountain Regions ,unknown,landslide,downpour,medium,unknown,7,,,3403,Ecuador,EC,Morona-Santiago,23687,Macas,46.77007,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-78.4359,-2.0398
hisz.rsoe,http://hisz.rsoe.hu/alertmap/site/?pageid=event_desc&edis_id=LS-20111022-32785-IRL,4025,10/22/2011 8:00,8:00,"road between Killarney and Dingle, county Kerry",25km,landslide,downpour,medium,unknown,0,,,4025,Ireland,IE,Munster,2082,Killorglin,8.89955,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-9.87,52.1596
newsinfo.inquirer,http://newsinfo.inquirer.net/215499/4-roads-in-car-impassable-due-to-landslides-dpwh,4419,6/19/2012 0:00,,"Kennon road, Benguet, Cordillera Administrative Region",5km,landslide,downpour,medium,unknown,,,,4419,Philippines,PH,Cordillera Administrative Region,0,Bokod,6.75217,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,120.8299,16.5505
Source: Matthew Crawford (KGS),,1024,5/11/2009 0:00,,"Kentucky, Pike Co.",5km,landslide,downpour,small,unknown,,,,1024,United States,US,Kentucky,6903,Pikeville,11.07489,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-82.4322,37.4072
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Landslide+halts+traffic+on+East+West+Highway&NewsID=255006,2313,8/23/2010 2:00,2:00,"East-West highway(H01), Dauune Hill(?), Nawalparasi district ",10km,landslide,downpour,medium,unknown,0,,,2313,Nepal,NP,Western Region,17567,Nichlaul,34.34606,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,83.88,27.59
Oregon DOT,,8275,11/27/2014 17:12,17:00,"OR 281, milepost 11",exact,landslide,unknown,unknown,above_road,0,0,,8275,United States,US,Oregon,2255,Odell,7.38529,7/5/2016 18:53,11/20/2017 15:17,2/15/2018 15:51,-121.6279,45.5974
theumpquapost,http://www.theumpquapost.com/articles/2011/01/19/local_news/doc4d35f5e54b875852067545.txt,3022,1/16/2011 0:00,,"rt 38, Reedsport area, OR",50km,landslide,downpour,medium,unknown,0,,,3022,United States,US,Oregon,1151,Drain,26.92651,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-123.6521,43.6712
BBC,http://www.bbc.co.uk/news/uk-northern-ireland-16233330,4092,12/14/2011 0:00,,"Marlborough Terrace, Creggan, Londonderry, Derry",1km,landslide,downpour,medium,retaining_wall,0,,,4092,United Kingdom,GB,N Ireland,83652,Derry,1.3596,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-7.332155031,54.99913875
Record Searchlight,http://www.redding.com/news/local/Rock-slide-closes-Highway-299-at-Junction-City-364135601.html,9156,1/4/2016 0:00,,CA 299 near Junction City,1km,rock_fall,unknown,medium,above_road,0,0,,9156,United States,US,California,3600,Weaverville,9.49963,7/25/2016 15:16,11/20/2017 15:17,2/15/2018 15:51,-123.0544,40.7331
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-09-27/kolkata/30207909_1_magnitude-earthquake-singamari-repair-work,3986,9/25/2011 0:00,,"Singamari, Darhelling, West Bengal",1km,landslide,downpour,medium,unknown,0,,,3986,India,IN,Bengal,123797,Dārjiling,3.22506,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,88.255,27.0605
e-pao.net,http://e-pao.net/GP.asp?src=23..111010.oct10,2566,10/8/2010 0:00,,"Sahong, Tabu and Pani village under Tadubi police station of Senapati district, NH-39",5km,mudslide,downpour,medium,unknown,0,,,2566,India,IN,Nāgāland,92113,Kohima,22.04313,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,94.1351,25.4769
Saudi Gazette,http://saudigazette.com.sa/saudi-arabia/rain-wreaks-havoc-jazan-villages/,9482,8/11/2016 23:00,23:00,"King Abdullah, Al-Faghou, and Bardan roads, in Faifa",25km,unknown,downpour,medium,above_road,0,0,,9482,Saudi Arabia,SA,Jizan,0,Sūq al Khamīs,21.34143,8/30/2016 22:02,11/20/2017 15:17,2/15/2018 15:51,43.1066,17.2635
twocircles.net,http://twocircles.net/2012aug19/two_dead_10_missing_china_storm.html,4493,8/18/2012 0:00,,"Xinhua,Sichuan",25km,landslide,downpour,medium,unknown,2,,,4493,China,CN,Sichuan,126787,Xichang,24.26789,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,102.1778,28.1018
beacononline.wordpress,http://beacononline.wordpress.com/2009/09/20/darjeeling-hills-toytrain-joyride-hit-by-fresh-landslides-in-darjeeling/,1050,7/3/2009 0:00,,Darjeeling (between Tin Dharia and Rongtong),10km,landslide,rain,medium,unknown,0,,,1050,India,IN,Bengal,123797,Dārjiling,0.78466,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,88.29184021,26.87324244
thejakartapost,http://www.thejakartapost.com/news/2010/12/14/extreme-weather-causes-floods-landslides-bali.html,2846,12/13/2010 0:00,,"Gitgit village, Bali",5km,landslide,downpour,medium,unknown,0,,,2846,Indonesia,ID,Bali,0,Banjar Ambengan,3.18048,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,115.1374,-8.1913
King 5,http://www.king5.com/story/news/local/2015/01/06/flood-landslide-danger-tuesday/21331341/,6649,1/5/2015 0:00,,US 101 from milepost 29 to 53.5 in South Bend,5km,mudslide,rain,small,above_road,0,0,,6649,United States,US,Washington,1637,South Bend,1.57256,1/7/2015 21:49,11/20/2017 15:17,2/15/2018 15:51,-123.7858,46.6689
Oregon DOT,,8085,12/9/2015 21:50,22:00,"OR 350, milepost 29.3",exact,landslide,unknown,unknown,above_road,0,0,,8085,United States,US,Oregon,1940,Enterprise,37.75059,6/30/2016 19:23,11/20/2017 15:17,2/15/2018 15:51,-116.8344,45.5593
Orane Star Africa News,http://en.starafrica.com/news/abidjan-landslide-claims-four-lives.html,6054,6/10/2014 9:00,9:00,Abidjan,10km,landslide,continuous_rain,small,unknown,12,0,,6054,Ivory Coast,CI,Lagunes,3677115,Abidjan,2.53898,8/24/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-4.0351,5.314
thehindu,http://www.thehindu.com/news/states/other-states/article562522.ece,2226,8/9/2010 18:00,18:00,,5km,landslide,downpour,medium,unknown,1,,,2226,India,IN,Kashmir,20553,Kishtwār,2.31704,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,75.7627,33.334
first-thoughts.org,http://first-thoughts.org/on/Poudre+Park/,4450,7/6/2012 0:00,,"Hwy 14, High, park, Poudre Canyon",25km,landslide,rain,medium,unknown,,,,4450,United States,US,Colorado,2450,Laporte,15.65712,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-105.3054,40.6862
Kantipuronline.com,http://www.kantipuronline.com/kolnews.php?&nid=119668,191,8/19/2007 0:00,,"Hetuda, Kogate",25km,landslide,rain,medium,unknown,11,,,191,Nepal,NP,Central Region,84775,Hitura,1.08287,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,85.0249,27.4211
sciencythoughts.blogspot.com,http://sciencythoughts.blogspot.com/2013/08/eight-people-killed-by-landslide-in.html,5276,8/5/2013 3:00,3:00,Chagou Village In Shilou County In Shanxi Province,unknown,landslide,continuous_rain,medium,unknown,8,,,5276,China,CN,Shanxi Sheng,0,Lingquan,0.76652,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,110.8522,37.0016
balita.ph,http://balita.ph/2010/12/11/flashfloods-landslides-displace-52-families-in-south-cotabato/,2797,12/9/2010 0:00,,"Villages around T'boli town, near Allah river",25km,landslide,downpour,medium,unknown,0,,,2797,Philippines,PH,Davao,0,T”boli,9.12509,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,124.8955,6.1458
wenatcheeworld.com,http://wenatcheeworld.com/apps/pbcs.dll/article?AID=/20080819/NEWS04/67049/1002,733,8/19/2008 0:00,,"Highway 153 after the road turns off to the Loup Loup Pass, Wenatchee, WA",10km,mudslide,rain,small,unknown,,,,733,United States,US,Washington,2370,Brewster,34.11263,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-120.0477,48.3455
Herald Dispatch,http://www.herald-dispatch.com/news/cleanup-continues-after-rock-slide-in-huntington/article_799a34eb-d8f1-56cc-87f7-e4c495e3fe40.html,9270,1/28/2016 18:00,18:00,5th Street,5km,landslide,unknown,small,above_road,0,0,,9270,United States,US,West Virginia,1073,Lavalette,4.52112,8/1/2016 17:13,11/20/2017 15:17,2/15/2018 15:51,-82.4539,38.3632
hisz.rsoe,http://hisz.rsoe.hu/alertmap/woalert_read.php?lang=eng&edis=LS-20080629-17374-CIV,615,6/29/2008 0:00,,Abidjan,5km,landslide,downpour,medium,unknown,7,,,615,Ivory Coast,CI,Lagunes,100653,Anyama,1.26837,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-4.05,5.4833
google,http://www.google.com/hostednews/ap/article/ALeqM5jDOMk_4HkbjZAzQMxEflzI008Otg?docId=ae1b824c19864cef966fee6fff98f27e,3724,7/4/2011 8:00,8:00,Thumki village (200 km northwest of Katmandu),25km,landslide,downpour,large,unknown,6,,,3724,Nepal,NP,Western Region,0,Jomsom,24.89224,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,83.8713,28.9743
Viet Nam News,http://vietnamnews.vnagency.com.vn/Social-Isssues/205680/Landslides-cut-off-parts-of-central-VN.html,2716,11/11/2010 0:00,,"road between Tra Bong and Tra Thanh districts, Quang Ngai",unknown,landslide,downpour,medium,above_road,0,,,2716,Vietnam,VN,Quảng Ngãi,0,Trà Bồng,10.50809,1/6/2016 20:49,11/20/2017 15:17,2/15/2018 15:51,108.3008,15.3012
Daily News and Analysis,http://www.dnaindia.com/india/report_j-and-k-highway-closed-for-traffic-for-second-day-due-to-landslides_1508148,3116,2/13/2011 0:00,,"Srinagar-Jammu Natl. Hwy., at Panthal, Srinagar, Jammu and Kashmir",25km,landslide,rain,medium,above_road,,,,3116,India,IN,Kashmir,3278,Banihāl,5.78589,9/15/2014 17:13,11/20/2017 15:17,2/15/2018 15:51,75.1921061,33.33875958
helenair.com,http://helenair.com/news/local/article_5287552e-a50d-11df-9116-001cc4c002e0.html,2230,8/10/2010 19:00,19:00,"4300 block of Browns Gulch, Helena, MT",1km,mudslide,rain,small,unknown,0,,,2230,United States,US,Montana,8227,Helena Valley Southeast,13.35752,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-111.7619,46.6637
Natural Resources Canada,http://gsc.nrcan.gc.ca/landslides/in_the_news_e.php,135,7/22/2007 0:00,,Tengchong,50km,landslide,rain,medium,unknown,4,,,135,China,CN,Yunnan,0,Tengyue,16.66361,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,98.4802,25.1424
Yakima Herald,http://www.yakimaherald.com/news/yhr/saturday/1478729-8/location-of-flash-flood-damage-unrelated-to-2009,5452,9/5/2013 21:00,21:00,Highway 410 near mile marker 107,5km,debris_flow,downpour,medium,natural_slope,0,,,5452,United States,US,Washington,1191,Tieton,17.8944,6/21/2016 18:32,11/20/2017 15:17,2/15/2018 15:51,-120.9229,46.8218
Columbia Basin Herald,http://www.columbiabasinherald.com/news/article_814f7a4c-11ee-11e4-9cb2-0019bb2963f4.html,7784,7/19/2015 9:00,9:00,Soap Lake,5km,rock_fall,unknown,small,above_road,0,0,,7784,United States,US,Washington,1514,Soap Lake,2.22423,6/21/2016 15:59,11/20/2017 15:17,2/15/2018 15:51,-119.4919,47.4097
China Daily,http://www.chinadailyasia.com/nation/2014-08/13/content_15156578.html,6484,8/12/2014 23:00,23:00,Suichuan County,50km,landslide,downpour,medium,unknown,5,0,,6484,China,CN,Jiangxi Sheng,0,Xiaping,16.72605,12/12/2014 18:38,11/20/2017 15:17,2/15/2018 15:51,114.1384,26.6378
tribune.com,http://tribune.com.pk/story/39783/gilgit-travels-back-in-time-as-flood-cripples-infrastructure/,2203,8/5/2010 0:00,,"hydel power station(?), Naltar, Gilgit-Baltistan",10km,landslide,downpour,medium,unknown,0,,,2203,Pakistan,PK,Gilgit-Baltistan,10414,Gilgit,32.04254,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,74.158,36.1788
punemirror,http://www.punemirror.in/index.aspx?page=article&sectid=2&contentid=20100619201006192238548207f2d7bff&sectxslt=,1988,6/15/2010 0:00,,"Khandala, on Mumbai-Pune Expressway",5km,landslide,downpour,small,unknown,0,,,1988,India,IN,Maharashtra,58562,Lonāvale,3.44352,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,73.3747,18.7624
dnaindia,http://www.dnaindia.com/india/report_heavy-showers-trigger-landslides-in-maharashtra-himachal-pradesh_1414542,2099,7/19/2010 0:00,,"road between Jumla and Surkhet, Dailekh and Kalikot districts, Karnali and Bheri provinces",50km,landslide,monsoon,medium,unknown,0,,,2099,Nepal,NP,Mid Western,20908,Dailekh,21.69222,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,81.7191,29.0399
thehindu,http://www.thehindu.com/news/states/other-states/article2801278.ece,4139,1/12/2012 22:00,22:00,"Shatani Nallah, Ramban District",10km,landslide,downpour,medium,unknown,0,,,4139,India,IN,Kashmir,7317,Rāmban,0.20466,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,75.2373,33.2407
www.mountainx.com,http://www.mountainx.com/article/51561/City-begins-work-to-repair-landslide-damaged-roads,5028,7/4/2013 0:00,,"Skyview Place And Sunset Drive In North, Asheville, Nc",1km,landslide,downpour,medium,unknown,,,,5028,United States,US,North Carolina,83393,Asheville,1.27543,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-82.5412,35.6057
newpaper.asia1,"http://newpaper.asia1.com.sg/news/story/0,4136,179689,00.html",830,10/7/2008 0:00,,"Gombak River, near Kuala Lumpur",10km,landslide,flooding,medium,unknown,1,,,830,Malaysia,MY,Kuala Lumpur,1453975,Kuala Lumpur,5.57104,9/12/2014 16:05,11/20/2017 15:17,2/15/2018 15:51,101.699,3.19
abs-cbnnews,http://www.abs-cbnnews.com/nation/regions/10/18/10/landslide-isolates-barangay-apayao,2612,10/18/2010 7:00,7:00,"Kabugao National Road, barangay Lenneng in Kabugao, Apayao province",5km,landslide,tropical_cyclone,medium,unknown,0,,Supertyphoon Juan (Megi),2612,Philippines,PH,Cordillera Administrative Region,2337,Kabugao,11.91837,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,121.2194,17.9209
United Nations Development Programme - Relief Web,http://news.scotsman.com/international.cfm?id=1730152007,333,10/29/2007 0:00,,Haina,5km,mudslide,tropical_cyclone,medium,unknown,3,,Tropical Storm Noel,333,Dominican Republic,DO,San Cristóbal,66784,Bajos de Haina,1.72138,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-70.044,18.427
mb,http://www.mb.com.ph/articles/328452/5-dead-landslide-during-juanings-onslaught,3843,7/26/2011 22:00,22:00,Camarines Norte,5km,landslide,downpour,medium,unknown,5,,,3843,Philippines,PH,Bicol,5025,Batobalane,2.01245,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,122.7663,14.2245
thewestonmercury,http://www.thewestonmercury.co.uk/news/residents_evacuated_after_landslide_1_1531088,4574,9/26/2012 0:00,,"Albert Quandrant, North Somerset",5km,mudslide,downpour,medium,unknown,,,,4574,United Kingdom,GB,England,82903,Weston-super-Mare,0.61569,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-2.9735,51.3512
ABC,http://www.abc.net.au/news/stories/2008/09/09/2360126.htm?section=justin,781,9/8/2008 7:40,8:00,"Taoshi, Shanxi",25km,complex,dam_embankment_collapse,very_large,mine,277,33,,781,China,CN,Shanxi Sheng,0,Dadeng,6.02877,8/18/2015 22:15,11/20/2017 15:17,2/15/2018 15:51,111.5837,35.8853
prokerala,http://www.prokerala.com/news/articles/a75292.html,1109,8/20/2009 0:00,,Lumding-Badarpur section in North Cachar Hills district,25km,landslide,downpour,medium,unknown,0,,,1109,India,IN,Assam,8364,Maibong,24.54328,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,93.1645,25.5215
newsday.tt,"http://www.newsday.co.tt/news/0,131630.html",2760,11/27/2010 0:00,,"Dibe, Long Circular",5km,landslide,downpour,medium,unknown,0,,,2760,Trinidad and Tobago,TT,Diego Martin,8140,Petit Valley,1.83626,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-61.5335,10.6834
Kashmir Times,http://www.kashmirtimes.in/newsdet.aspx?q=42967,7196,7/12/2015 0:00,,Between Batote and Ramban,10km,landslide,continuous_rain,medium,above_road,0,0,,7196,India,IN,Kashmir,7317,Rāmban,5.80235,7/14/2015 19:35,11/20/2017 15:17,2/15/2018 15:51,75.2845,33.2049
Oregon DOT,,8645,3/16/2012 2:05,2:00,"OR 58, milepost 23",exact,landslide,unknown,unknown,above_road,0,0,,8645,United States,US,Oregon,1045,Lowell,15.37531,7/7/2016 17:42,11/20/2017 15:17,2/15/2018 15:51,-122.6265,43.8396
eatdrinkexplore,http://www.eatdrinkexplore.com/index.php/explore/travel-news/hot-topic/693-road-into-yosemite-closed-by-landslide,4164,1/22/2012 23:30,23:00,"Big Oak Flat Road, Yosemite National Park",10km,landslide,rain,small,unknown,0,,,4164,United States,US,California,1035,Yosemite Valley,15.56266,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-119.7538,37.7289
greaterkashmir,http://www.greaterkashmir.com/news/2011/Feb/17/highway-closed-again-66.asp,3128,2/16/2011 18:00,18:00,"near Ramban, Jammu-Srinagar hwy, Jammu and Kashmir",25km,landslide,downpour,medium,unknown,0,,,3128,India,IN,Kashmir,7317,Rāmban,2.2462,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,75.244,33.2609
CCTV,http://www.cctv-america.com/2015/06/25/13-boats-capsized-after-chongqing-landslide,6989,6/24/2015 18:40,19:00,northern bank of the Daning River in Chongqing   Read more: http://www.cctv-america.com/2015/06/25/13-boats-capsized-after-chongqing-landslide#ixzz3eBf7QOfx  Watch us live anywhere at http://www.cctvamericalive.com  Follow us: @cctv_america on Twitter | CCTVAmerica on Facebook,1km,landslide,continuous_rain,medium,above_river,1,5,,6989,China,CN,Sichuan,0,Longjing,0.96961,6/26/2015 16:40,11/20/2017 15:17,2/15/2018 15:51,109.8971,31.0918
Jamaica Gleaner,http://jamaica-gleaner.com/article/news/20160530/clean-activities-underway-after-landslide-north-south-highway,9280,7/29/2016 22:00,22:00,"North South Hwy 2000 between Treadways and Unity Valley, St. Catherine, Jamaica",5km,landslide,continuous_rain,medium,above_road,0,0,,9280,Jamaica,JM,Saint Catherine,12797,Ewarton,5.00577,8/1/2016 20:05,11/20/2017 15:17,2/15/2018 15:51,-77.0428,18.2031
7 News Belize,http://www.7newsbelize.com/sstory.php?nid=41083,10055,7/8/2017 14:21,6:00,"Toledo, Belize",1km,mudslide,continuous_rain,small,above_road,0,0,,,,,,,,,7/11/2017 14:21,11/20/2017 15:17,2/15/2018 15:51,-89.16745224,16.18792822
articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-07-18/india/29786319_1_landslides-rohtang-marhi,3777,7/15/2011 18:00,18:00,Rahni,5km,landslide,downpour,medium,unknown,1,,,3777,India,IN,Himachal Pradesh,8341,Manāli,10.95559,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,77.2181,32.3491
news.bbc,http://news.bbc.co.uk/2/hi/8437408.stm,1383,1/1/2010 0:00,,Morro da Carioca,1km,landslide,downpour,large,unknown,12,,,1383,Brazil,BR,Rio de Janeiro,153635,Angra dos Reis,0.52706,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-44.3228,-23.0085
philstar,http://www.philstar.com/Article.aspx?articleId=586129&publicationSubCategoryId=200,2005,6/20/2010 0:00,,"near matanog and Buldon and Barira, Mindanao island",25km,landslide,downpour,medium,unknown,0,,,2005,Philippines,PH,Autonomous Region in Muslim Mindanao,2485,Rominimbang,1.35548,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,124.3113,7.5048
